"40MnBHA ,209000000000,0.28,7870,81400000000,980000000,785000000,0.0000122,450,48"
"45Mn2 ,204000000000,0.23,7800,82800000000,885000000,735000000,0.0000113,450,48"
"20MnCr5 ,209000000000,0.28,7810,82100000000,1482000000,1232000000,0.00001305,450,48"
"25MnCr5# ,210000000000,0.28,7830,82000000000,1587000000,1213000000,0.00001244,450,48"
"28MnCr5 ,212000000000,0.28,7850,82800000000,1307000000,982000000,0.00001196,450,48"
"20MnMoB ,212000000000,0.27,7900,83100000000,1080000000,885000000,0.0000125,450,48"
"20MnMoBH ,212000000000,0.27,7900,83100000000,1080000000,885000000,0.0000125,450,48"
"20MnMoBHA ,212000000000,0.27,7900,83100000000,1080000000,885000000,0.0000125,450,48"
"20MnTiBRE# ,205000000000,0.25,7850,82000000000,785000000,450000000,0.0000105,450,48"
"20MnVB ,207000000000,0.256,7870,82600000000,1080000000,885000000,0.000011205,450,48"
"20MnVBH ,207000000000,0.256,7870,82600000000,1080000000,885000000,0.000011205,450,48"
"20MnVBHA ,207000000000,0.256,7870,82600000000,1080000000,885000000,0.000011205,450,48"
"20Ni2Mo ,206000000000,0.3,7620,79300000000,651000000,485000000,0.0000115,450,48"
"19CN5 ,213000000000,0.29,7850,82000000000,1447000000,1003000000,0.0000129,450,48"
"13MnNiMoNB# ,210000000000,0.28,7830,81900000000,1250000000,1050000000,0.0000115,0,0"
"14MnMoVBRE ,206000000000,0.25,7870,82100000000,762000000,522000000,0.0000126,0,0"
"15MnV ,213000000000,0.283,7840,83000000000,885000000,635000000,0.0000127,460,44"
"ML15MnV ,213000000000,0.283,7840,83000000000,1079000000,883000000,0.0000127,460,44"
"53CaS ,211000000000,0.27,7830,83000000000,791000000,585000000,0.0000164,460,44"
"55Si2Mn ,207000000000,0.27,7730,81300000000,1274000000,1176000000,0.00001184,460,44"
"55Si2MnB ,207000000000,0.27,7730,81300000000,1274000000,1176000000,0.00001184,460,44"
"55SiMnVB ,209000000000,0.28,7860,81700000000,1372000000,1225000000,0.00001176,460,44"
"55Tis# ,210000000000,0.285,7730,81700000000,885000000,685000000,0.00001221,460,44"
"60Si2Mn ,206000000000,0.29,7740,79900000000,1274000000,1176000000,0.0000126,460,44"
"60Si2MnA ,206000000000,0.29,7740,79900000000,1568000000,1372000000,0.0000126,460,44"
"BHW35# ,209000000000,0.29,7840,80900000000,885000000,685000000,0.0000126,460,44"
"K409# ,196000000000,0.22,8180,81000000000,885000000,685000000,0.0000122,460,44"
"K438# ,207000000000,0.27,8160,82000000000,885000000,685000000,0.0000098,460,44"
"GCr15 ,219000000000,0.3,7830,84700000000,1617000000,0,0.00001203,460,44"
"GCr15A ,219000000000,0.3,7830,84700000000,1902000000,0,0.00001203,460,44"
"GCr15SiMn ,216000000000,0.3,7820,83200000000,1831000000,0,0.000012,460,44"
"GCr15SiMnA ,216000000000,0.3,7820,83200000000,1906000000,0,0.000012,460,44"
"Ni-Cr-Co-Fe# ,221000000000,0.29,8190,83000000000,885000000,685000000,0.0000109,460,44"
"X20CrNiMoV121# ,221000000000,0.27,7700,87300000000,885000000,685000000,0.0000114,460,44"
"YF45MnV ,212000000000,0.28,7840,82600000000,886000000,587000000,0.0000102,460,44"
"ZG15Cr1Mo# ,207000000000,0.29,7830,79300000000,885000000,685000000,0.00001404,460,44"
"ZG15Cr1Mo1V# ,215000000000,0.281,7810,83900000000,885000000,685000000,0.0000126,460,44"
"ZG15Cr2Mo# ,213000000000,0.279,7880,83300000000,885000000,685000000,0.00001315,460,44"
"ZG1Cr13# ,219000000000,0.281,7720,85500000000,885000000,685000000,0.00001022,460,44"
"G20CrNi2Mo ,205000000000,0.29,7880,79300000000,980000000,0,0.00001218,460,44"
"G20CrNi2MoA ,205000000000,0.29,7880,79300000000,980000000,0,0.00001218,460,44"
"G20CrNi4A# ,198000000000,0.27,7880,77700000000,885000000,0,0.00001239,460,44"
"G20CrNiMo ,213000000000,0.292,7800,82400000000,1176000000,0,0.00001208,460,44"
"G20CrNiMoA ,213000000000,0.292,7800,82400000000,1176000000,0,0.00001208,460,44"
"00Cr17Ni14Mo2 (GB) ,206000000000,0.28,8000,80300000000,500000000,250000000,0.0000167,500,16"
"0Cr13Al ,200000000000,0.28,7800,77000000000,410000000,177000000,0.000011,460,18"
"0Cr18Ni9 (GB) ,204000000000,0.285,7930,79400000000,520000000,205000000,0.0000167,500,16"
"0Cr17Ni4Cu4Nb (GB) ,213000000000,0.27,7780,77300000000,1000000000,865000000,0.0000111,500,16"
"0Cr18Ni12Mo2Ti (GB) ,192999997366.672,0.27,8000.000133,0,530000000,205000000,0.000016,499.999993,16.3"
"0Cr18Ni9Cu3 (GB) ,192999997366.672,0.27,8000.000133,0,480000000,177000000,0.000017,499.999993,16.1"
